         232641244 function calls (232621006 primitive calls) in 406.605 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.001    0.000 enum.py:545(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getwindowsversion}
        1    0.000    0.000    0.007    0.007 lapack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method nt.unlink}
  138/112    0.000    0.000    0.131    0.001 <frozen importlib._bootstrap_external>:1179(exec_module)
     1259    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(has_location)
       71    0.000    0.000    0.009    0.000 dataclasses.py:377(_create_fn)
        3    0.000    0.000    0.041    0.014 core.py:1(<module>)
  150/111    0.000    0.000    0.001    0.000 sre_compile.py:461(_get_literal_prefix)
      235    0.000    0.000    0.003    0.000 typing.py:676(__init__)
      241    0.000    0.000    0.001    0.000 sre_parse.py:355(_escape)
        1    0.000    0.000    0.045    0.045 core.py:4(<module>)
     3191    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
       75    0.000    0.000    0.001    0.000 ntpath.py:61(isabs)
  652/241    0.000    0.000    0.006    0.000 core.py:1859(name)
       10    0.000    0.000    0.006    0.001 core.py:2680(__init__)
      399    0.000    0.000    0.023    0.000 inspect.py:3111(signature)
      265    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      122    0.000    0.000    0.025    0.000 __init__.py:2054(_by_version)
       16    0.000    0.000    0.163    0.010 __init__.py:609(add_entry)
     1089    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:841(create_module)
      379    0.000    0.000    0.001    0.000 _util.py:375(<listcomp>)
      185    0.000    0.000    0.001    0.000 __init__.py:2831(__getattr__)
      379    0.000    0.000    0.001    0.000 _util.py:389(<dictcomp>)
      123    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      102    0.000    0.000    0.002    0.000 typing.py:232(_remove_dups_flatten)
      976    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1472(<genexpr>)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      194    0.000    0.000    0.001    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.092    0.092 __init__.py:25(<module>)
      379    0.000    0.000    0.000    0.000 _util.py:385(<listcomp>)
       77    0.000    0.000    0.001    0.000 core.py:4349(__init__)
      139    0.000    0.000    0.000    0.000 results.py:136(__new__)
      559    0.000    0.000    0.001    0.000 typing.py:128(_type_convert)
     1640    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      379    0.000    0.000    0.000    0.000 _util.py:392(<dictcomp>)
   498/87    0.000    0.000    0.004    0.000 core.py:1864(__str__)
       70    0.000    0.000    0.001    0.000 pkgutil.py:406(get_importer)
     1089    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1031(get_filename)
      157    0.000    0.000    0.002    0.000 re.py:203(sub)
      116    0.000    0.000    0.027    0.000 sre_compile.py:598(_code)
  888/422    0.000    0.000    0.002    0.000 {built-in method builtins.hash}
       61    0.000    0.000    0.057    0.001 __init__.py:2323(fixup_namespace_packages)
      556    0.000    0.000    0.000    0.000 version.py:69(__lt__)
      116    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      392    0.000    0.000    0.001    0.000 ntpath.py:34(_get_bothseps)
       72    0.000    0.000    0.001    0.000 sre_compile.py:411(_mk_bitmap)
        1    0.000    0.000    0.007    0.007 _multivariate.py:4(<module>)
      318    0.000    0.000    0.002    0.000 inspect.py:183(isgeneratorfunction)
       78    0.000    0.000    0.001    0.000 sre_parse.py:267(getuntil)
  488/287    0.000    0.000    0.002    0.000 typing.py:755(__hash__)
      290    0.000    0.000    0.000    0.000 enum.py:44(_is_private)
    152/4    0.000    0.000    0.001    0.000 copy.py:128(deepcopy)
        1    0.000    0.000    0.012    0.012 numeric.py:1(<module>)
        6    0.000    0.000    0.012    0.002 _base.py:1(<module>)
      318    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
      140    0.000    0.000    0.001    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
      318    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
      138    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1155(__init__)
      117    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
     1873    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      489    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
       63    0.000    0.000    0.018    0.000 __init__.py:2784(_get_metadata)
       54    0.000    0.000    0.059    0.001 __init__.py:2218(_handle_ns)
      123    0.000    0.000    0.002    0.000 __init__.py:1328(safe_name)
      476    0.000    0.000    0.000    0.000 version.py:301(<genexpr>)
        1    0.000    0.000    0.007    0.007 _codata.py:7(<module>)
       79    0.000    0.000    0.001    0.000 _docscrape.py:168(_is_at_section)
       52    0.000    0.000    0.003    0.000 typing.py:908(__getitem__)
       61    0.000    0.000    0.001    0.000 __init__.py:2912(<listcomp>)
       36    0.000    0.000    0.001    0.000 core.py:5368(__init__)
        2    0.000    0.000    0.003    0.002 function_base.py:1(<module>)
      444    0.000    0.000    0.000    0.000 copyreg.py:94(__newobj__)
      307    0.000    0.000    0.001    0.000 core.py:4148(<genexpr>)
      191    0.000    0.000    0.004    0.000 ntpath.py:221(dirname)
      321    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
       44    0.000    0.000    0.001    0.000 dataclasses.py:671(_get_field)
    42/38    0.000    0.000    0.002    0.000 core.py:3903(_generateDefaultName)
        2    0.000    0.000    0.001    0.000 _distn_infrastructure.py:3810(get_distribution_names)
        1    0.000    0.000    0.025    0.025 _distributor_init.py:1(<module>)
     2170    0.000    0.000    0.000    0.000 inspect.py:2552(default)
       80    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       61    0.000    0.000    0.013    0.000 genericpath.py:16(exists)
      629    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      673    0.000    0.000    0.000    0.000 _docscrape.py:65(eof)
        5    0.000    0.000    0.000    0.000 random.py:126(seed)
      417    0.000    0.000    0.002    0.000 <__array_function__ internals>:177(atleast_2d)
       32    0.000    0.000    0.002    0.000 textwrap.py:414(dedent)
      169    0.000    0.000    0.023    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
       68    0.000    0.000    0.001    0.000 core.py:2317(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method nt.putenv}
        1    0.000    0.000    0.007    0.007 shutil.py:1(<module>)
     58/9    0.000    0.000    0.005    0.001 core.py:3637(leave_whitespace)
       63    0.000    0.000    0.003    0.000 __init__.py:1496(_fn)
      135    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      622    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        7    0.000    0.000    0.004    0.001 utils.py:1(<module>)
      141    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      316    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
      291    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
       17    0.000    0.000    0.001    0.000 utils.py:71(__call__)
        6    0.000    0.000    0.001    0.000 getlimits.py:34(__init__)
      767    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
      321    0.000    0.000    0.001    0.000 function_base.py:461(_add_docstring)
   122/61    0.000    0.000    0.005    0.000 core.py:3724(copy)
        2    0.000    0.000    0.000    0.000 {built-in method nt.chdir}
       48    0.000    0.000    0.002    0.000 typing.py:831(__getitem__)
     32/4    0.000    0.000    0.023    0.006 core.py:3861(parseImpl)
      952    0.000    0.000    0.000    0.000 version.py:459(<lambda>)
      990    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      272    0.000    0.000    0.000    0.000 _distn_infrastructure.py:803(<genexpr>)
       62    0.000    0.000    0.081    0.001 __init__.py:3285(<genexpr>)
      290    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
      100    0.000    0.000    0.003    0.000 typing.py:840(copy_with)
      526    0.000    0.000    0.000    0.000 typing.py:749(__eq__)
     45/6    0.000    0.000    0.006    0.001 core.py:4092(streamline)
        2    0.000    0.000    0.003    0.002 more.py:1(<module>)
      122    0.000    0.000    0.000    0.000 __init__.py:1953(__init__)
      102    0.000    0.000    0.001    0.000 typing.py:218(_deduplicate)
        1    0.000    0.000    0.642    0.642 _stats_py.py:19(<module>)
      370    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       52    0.000    0.000    0.001    0.000 core.py:887(__init__)
       61    0.000    0.000    0.001    0.000 utils.py:32(canonicalize_name)
     1165    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
        9    0.000    0.000    0.000    0.000 utils.py:130(_get_indent)
       19    0.000    0.000    0.022    0.001 _distn_infrastructure.py:2993(__init__)
      622    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        1    0.000    0.000    0.009    0.009 ssl.py:4(<module>)
      618    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
        2    0.000    0.000    0.001    0.001 unicode.py:55(_chars_for_ranges)
      327    0.000    0.000    0.002    0.000 typing.py:466(<genexpr>)
       88    0.000    0.000    0.000    0.000 decorators.py:382(py_random_state)
      502    0.000    0.000    0.004    0.000 __init__.py:2379(_normalize_cached)
        1    0.000    0.000    0.003    0.003 helpers.py:589(_makeTags)
       42    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      855    0.000    0.000    0.000    0.000 version.py:432(_parse_local_version)
        1    0.000    0.000    0.019    0.019 multiarray.py:1(<module>)
        1    0.000    0.000    0.038    0.038 distance.py:1(<module>)
      414    0.000    0.000    0.000    0.000 inspect.py:514(_is_wrapper)
      565    0.000    0.000    0.000    0.000 _docscrape.py:44(__getitem__)
       89    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
  264/263    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.008    0.008 helpers.py:2(<module>)
       69    0.000    0.000    0.000    0.000 enum.py:582(_find_data_type)
       12    0.000    0.000    0.007    0.001 ntpath.py:625(realpath)
       29    0.000    0.000    0.002    0.000 core.py:264(_trim_arity)
      8/4    0.000    0.000    0.000    0.000 _internal.py:600(__dtype_from_pep3118)
      154    0.000    0.000    0.000    0.000 _docscrape.py:58(seek_next_non_empty_line)
        1    0.000    0.000    0.001    0.001 getlimits.py:158(_register_known_types)
        2    0.000    0.000    0.000    0.000 {built-in method nt.scandir}
        6    0.000    0.000    0.000    0.000 {built-in method _winapi.CloseHandle}
       61    0.000    0.000    0.016    0.000 __init__.py:1420(has_metadata)
       79    0.000    0.000    0.005    0.000 core.py:1354(__add__)
      138    0.000    0.000    0.000    0.000 _util.py:209(check_random_state)
        1    0.000    0.000    0.011    0.011 common.py:8(pyparsing_common)
      185    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      116    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        2    0.000    0.000    0.001    0.001 _manylinux.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:674(__iter__)
        1    0.000    0.000    0.000    0.000 zipp.py:150(Path)
      346    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
       15    0.000    0.000    0.005    0.000 enum.py:475(_create_)
        1    0.000    0.000    0.006    0.006 markers.py:5(<module>)
        1    0.000    0.000    0.054    0.054 _minimize.py:1(<module>)
       37    0.000    0.000    0.003    0.000 typing.py:472(Optional)
      318    0.000    0.000    0.000    0.000 functools.py:420(_unwrap_partial)
   122/61    0.000    0.000    0.004    0.000 core.py:3726(<listcomp>)
      334    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      298    0.000    0.000    0.001    0.000 core.py:4100(<genexpr>)
        1    0.000    0.000    0.005    0.005 numerictypes.py:1(<module>)
      383    0.000    0.000    0.000    0.000 typing.py:927(__eq__)
     1322    0.000    0.000    0.000    0.000 inspect.py:2556(annotation)
      265    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
        1    0.000    0.000    0.001    0.001 random.py:1(<module>)
      122    0.000    0.000    0.003    0.000 ntpath.py:214(basename)
        2    0.000    0.000    0.003    0.002 _validation.py:1(<module>)
      131    0.000    0.000    0.088    0.001 re.py:250(compile)
      159    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.133    0.133 requirements.py:5(<module>)
      232    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      195    0.000    0.000    0.000    0.000 _docscrape.py:91(peek)
        1    0.000    0.000    0.003    0.003 _encoders.py:5(<module>)
    26/12    0.000    0.000    0.022    0.002 core.py:4108(parseImpl)
        1    0.000    0.000    0.240    0.240 _distn_infrastructure.py:5(<module>)
       24    0.000    0.000    0.020    0.001 core.py:2986(parseImpl)
        2    0.000    0.000    0.004    0.002 _add_newdocs.py:1(<module>)
        3    0.000    0.000    1.557    0.519 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pydoc.py:1804(Helper)
  139/102    0.000    0.000    0.009    0.000 typing.py:352(__getitem__)
       19    0.000    0.000    0.003    0.000 _distn_infrastructure.py:3032(_attach_methods)
        4    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      448    0.000    0.000    0.000    0.000 _docscrape.py:81(is_empty)
        1    0.000    0.000    0.000    0.000 _header_value_parser.py:446(ObsRoute)
        6    0.000    0.000    0.000    0.000 numeric.py:2517(extend_all)
       27    0.000    0.000    0.000    0.000 enum.py:618(_find_new_)
        2    0.000    0.000    0.010    0.005 tags.py:5(<module>)
       19    0.000    0.000    0.012    0.001 _distn_infrastructure.py:3054(_construct_docstrings)
       48    0.000    0.000    0.002    0.000 core.py:4084(__init__)
      399    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.007    0.004 version.py:5(<module>)
        1    0.000    0.000    0.103    0.103 dist.py:2(<module>)
      702    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
       11    0.000    0.000    0.001    0.000 decorator.py:75(__init__)
        1    0.000    0.000    0.024    0.024 _discrete_distns.py:5(<module>)
      161    0.000    0.000    0.000    0.000 core.py:1713(set_whitespace_chars)
      194    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
      392    0.000    0.000    0.000    0.000 core.py:3616(<genexpr>)
       30    0.000    0.000    0.002    0.000 typing.py:893(__getitem_inner__)
       16    0.000    0.000    0.003    0.000 dataclasses.py:489(_init_fn)
      4/1    0.000    0.000    0.004    0.004 sysconfig.py:171(_expand_vars)
